,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,User Id,User Location,Retweets,Favorites,Replied Tweet Id,Replied Tweet User Id Str,User Follower Counts,User Following Counts,Tweet Coordinates,Place Info,Hashtags,Keyword,Hashtag List,Clean_text,Score,Sentiment Class
40614,"@StevePodsedly @HoosierRebel44 @derekmcdaniel @HarliQuinze @pizzahut @BeyondMeat Exactly, you'd go broke throwing most of your funding at catering to barely a percent of your buyers",2020-11-16 12:18:46,1.3283115492078797e+18,Taimtodie,2609695246.0,"Boise, ID",0.0,0.0,1.3279048507184538e+18,47980637.0,438.0,191.0,,,[],pizzahut,,exactly you would go broke throwing most of your funding at catering to barely a percent of your buy,0.1884746849536896,Negative
40615,"@ShitMyGirlSezz @JustinBosak1 @pizzahut @BeyondMeat Look, I can accept you don't eat meat, please do others the same courtesy in realizing they don't want to eat /fake/ meat",2020-11-16 12:17:08,1.3283111366309642e+18,Taimtodie,2609695246.0,"Boise, ID",0.0,0.0,1.327372472782631e+18,3981552117.0,438.0,191.0,,,[],pizzahut,,look i can accept you do not eat meat please do others the same courtesy in realizing they do not want to eat /fake/ meat,0.4450523853302002,Negative
40616,@pizzahut  bro let me get pizza,2020-11-16 12:14:55,1.3283105792163226e+18,UMMMMM57054574,1.2929834084239114e+18,,0.0,0.0,,11018442.0,0.0,1.0,,,[],pizzahut,,bro let me get pizza,0.7145543098449707,Positive
40617,@ManUpForLSU @pizzahut @BeyondMeat . @TwitterSafety this is #FakeNews I am a carnivore of the highest degree and I am #Loyal to the #Meatzza from @dominos Please have this tweet #removed,2020-11-16 12:14:39,1.328310513672069e+18,The_Real_Dos,165287530.0,"Tallahassee, FL",0.0,0.0,1.3281501512492196e+18,419837726.0,766.0,286.0,,,"['FakeNews', 'Loyal', 'Meatzza', 'removed']",pizzahut,"['FakeNews', 'Loyal', 'Meatzza', 'removed']",this is fakenews i am a carnivore of the highest degree and i am loyal to the meatzza fromplease have this tweet remov,0.7119097113609314,Positive
40618,"RT @jacyanthis: ""@PizzaHut ($YUM), in a partnership with @BeyondMeat ($BYND), became the first national pizza chain to introduce plant-base…",2020-11-16 12:13:48,1.3283102964699668e+18,TRVST_Eco,1.1634241856847667e+18,,19.0,0.0,,,555.0,1846.0,,,[],pizzahut,,rt $yum in a partnership with$bynd became the first national pizza chain to introduce plant-base…,0.990289568901062,Positive
40619,@pizzahut @BeyondMeat @KevinHart4real I'm also speechless when I'm trying not to vomit.,2020-11-16 12:12:52,1.3283100611402097e+18,CatsEyeNebula,187670699.0,2370,0.0,0.0,1.3248021454603633e+18,11018442.0,125.0,176.0,,,[],pizzahut,,i am also speechless when i am trying not to vomit,0.059725344181060784,Negative
40620,9ACX11 - family guy befriend DOLPHIN. # pizzahut,2020-11-16 12:08:16,1.3283089070816707e+18,lakecrittlerbot,9.833505040666378e+17,,0.0,0.0,,,22.0,0.0,,,[],pizzahut,,acx - family guy befriend dolphinpizzahut,0.8262731432914734,Positive
40621,RT @AnchalSharma85: @kalpanadivith @AshishSinghLIVE @SocialTablez @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRai…,2020-11-16 12:08:15,1.3283089013562696e+18,kalpanadivith,292434832.0,"Mumbai, Delhi, Bangalore",1.0,0.0,,,3843.0,630.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40622,@champickle @malucolpl @pizzahut @PizzaExpress @Dominos_UK @PapaJohnsUK With a generous dusting of salt no doubt?,2020-11-16 12:05:47,1.3283082815598264e+18,tricky000000,1938101334.0,,0.0,1.0,1.328104604178002e+18,2617887817.0,99.0,589.0,,,[],pizzahut,,with a generous dusting of salt no doubt,0.8848727345466614,Positive
40623,@pizzahut @BeyondMeat Em no thx,2020-11-16 12:03:30,1.3283077069612892e+18,yssoloman,1.04202717336277e+18,He/Him,0.0,0.0,1.3269068806025503e+18,11018442.0,62.0,697.0,,,[],pizzahut,,em no thx,0.16739362478256226,Negative
40624,"@TheOtherMe87 @pizzahut We're disappointed to hear that you weren't 100% satisfied with your order, Candice! We'd appreciate it if you could provide some feedback via the link below, thanks

https://t.co/qsiKVrO05i",2020-11-16 11:58:09,1.3283063605938995e+18,pizzahutuk,294091844.0,United Kingdom,0.0,0.0,1.3276848896978043e+18,2756462767.0,75700.0,650.0,,,[],pizzahut,,we are disappointed to hear that you were not % satisfied with your order candice we would appreciate it if you could provide some feedback via the link below thanks,0.6651517748832703,Positive
40625,Milktea + pizzahut + snr chicken and fries  yey cravings satisfied 🤤,2020-11-16 11:55:02,1.3283055731676529e+18,trizserrano,1699010534.0,,0.0,0.0,,,725.0,467.0,,,[],pizzahut,,milktea + pizzahut + snr chicken and friesyey cravings satisfied drooling face,0.3948564827442169,Negative
40626,"@kaileyjamieson_ Hi Kailey, can you please use the link below to send the team some feedback regarding your recent order? Thanks

https://t.co/qsiKVrO05i",2020-11-16 11:53:59,1.3283053106673295e+18,pizzahutuk,294091844.0,United Kingdom,0.0,0.0,1.327679754003247e+18,182371729.0,75700.0,650.0,,,[],pizzahut,,hi kailey can you please use the link below to send the team some feedback regarding your recent order thanks,0.9955070614814758,Positive
40627,RT @pizzahut: Swipe and you’ll miss it. Get your hands on the NEW Beyond Italian Sausage Pizza. Only at Pizza Hut. 🤗 @BeyondMeat https://t.…,2020-11-16 11:36:03,1.3283007985231421e+18,DinoviJessie,1.3036075585365975e+18,Parsons US,34.0,0.0,,,59.0,1033.0,,,[],pizzahut,,rtswipe and you will miss it get your hands on the new beyond italian sausage pizza only at pizza hut hugging face,0.5326612591743469,Positive
40628,@kalpanadivith @AshishSinghLIVE @SocialTablez @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar @KirenRijiju @gopalkagarwal @ShelarAshish @kiranshaw @hardikpandya7 @rajalakshmij @navneetbali68 @DivithTweets @megha_ahuja_ @yogitabhayana @blueneelam @AnahatThukral @ShubhiPoddar2 @BinduDalmia @juniorbachchan @rohanjaitley @KumariRukshmani @lakshmiunwomen @SureshNakhua @vinirish @ManojSinhaOffc @SonuSood @drkiritpsolanki @RitiPathakSidhi @MPLodha @QuintHindi @drjagannath @dominos @pizzahut @pizzahutuk @PizzaExpress @BlazePizza @richardpbacon @FoodNetwork @InsiderFood @Food52 @AspiringShe @narendramodi @VaishnoDeviMata Enjoy love,2020-11-16 11:32:46,1.328299969804079e+18,AnchalSharma85,1.2181946930427863e+18,,1.0,2.0,1.3282868679182418e+18,292434832.0,424.0,218.0,,,[],pizzahut,,enjoy lov,0.9815013408660888,Positive
40629,@Channamereyaaaa Domino's  Or  Pizzahut,2020-11-16 11:29:35,1.3282991713260052e+18,imKhantausif,1.3046748217965773e+18,"New Delhi, India",0.0,0.0,1.328286127879549e+18,7.746324831240438e+17,363.0,456.0,,,[],pizzahut,,dominosorpizzahut,0.648997962474823,Positive
40630,RT @retronicals: not pizza hut adding a mock meat before a dairy free cheese PLEASE https://t.co/eWjph4Zypl,2020-11-16 11:20:00,1.3282967582046208e+18,3mmalogan,8.083018200114872e+17,"Scotland, United Kingdom",24.0,0.0,,,250.0,525.0,,,[],pizzahut,,rtnot pizza hut adding a mock meat before a dairy free cheese please,0.8216018080711365,Positive
40631,"Plant-based meat company @BeyondMeat is teamed up with yet another restaurant chain: @pizzahut 
https://t.co/h2KgvvnPmw https://t.co/KandHPxZGW",2020-11-16 11:00:42,1.3282919021191619e+18,licensemag,266043047.0,Global,0.0,0.0,,,6039.0,1162.0,,,[],pizzahut,,plant-based meat companyis teamed up with yet another restaurant chain,0.4836448431015015,Negative
40632,@SRKsNishu Domino's  Or  Pizzahut,2020-11-16 10:59:13,1.3282915279745516e+18,imKhantausif,1.3046748217965773e+18,"New Delhi, India",0.0,0.0,1.328288100485722e+18,1.0024283059145852e+18,363.0,456.0,,,[],pizzahut,,dominosorpizzahut,0.648997962474823,Positive
40633,RT @kalpanadivith: @AshishSinghLIVE @SocialTablez @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardh…,2020-11-16 10:46:29,1.3282883256569242e+18,DrHarish139,304568228.0,Mumbai : ,1.0,0.0,,,5438.0,1715.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40634,RT @pizzahut: When you try the NEW Beyond Italian Sausage Pizza and you realize plant-based sausage DOES taste this good. Get it before it’…,2020-11-16 10:39:09,1.32828647674078e+18,Jemorr1,4799999315.0,"Pennsylvania, USA",13.0,0.0,,,214.0,164.0,,,[],pizzahut,,rtwhen you try the new beyond italian sausage pizza and you realize plant-based sausage does taste this good get it before it…,0.9463696479797364,Positive
40635,@pizzahut @BeyondMeat I am confused. Vegetarians eat cheese. Who is this for?,2020-11-16 10:38:05,1.3282862116859494e+18,TheSkepticalV,565393378.0,"Ithaca, NY",0.0,0.0,1.3265553592013414e+18,11018442.0,5630.0,2438.0,,,[],pizzahut,,i am confused vegetarians eat cheese who is this for,0.3824836015701294,Negative
40636,@GoliathGamingZA @mrdfood @TAKEALOT Wow awesome giveaway @mrdfood I'd for sure get the Social Distance like a Boss with @pizzahut Big Boss Deal as there is something for everyone's taste or the Eat in for 4 deal is the plug @GoliathGamingZA @TAKEALOT #WIN #FingersCrossed #LevelUpWithMrDFood https://t.co/6aZdtAcxQu,2020-11-16 10:36:07,1.3282857167538954e+18,NishyWezSyd,315708947.0,"Durban, South Africa",1.0,0.0,1.3282631748026e+18,8.713307856048824e+17,1866.0,4997.0,,,"['WIN', 'FingersCrossed', 'LevelUpWithMrDFood']",pizzahut,"['WIN', 'FingersCrossed', 'LevelUpWithMrDFood']",wow awesome giveawayi would for sure get the social distance like a boss withbig boss deal as there is something for everyones taste or the eat in fordeal is the plug win fingerscrossed levelupwithmrdfood,0.6741605997085571,Positive
40637,@AshishSinghLIVE @SocialTablez @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar @KirenRijiju @gopalkagarwal @ShelarAshish @kiranshaw @hardikpandya7 @rajalakshmij @navneetbali68 @DivithTweets @AnchalSharma85 @megha_ahuja_ @yogitabhayana @blueneelam @AnahatThukral @ShubhiPoddar2 @BinduDalmia @juniorbachchan @rohanjaitley @KumariRukshmani @lakshmiunwomen @SureshNakhua @vinirish @ManojSinhaOffc @SonuSood @drkiritpsolanki @RitiPathakSidhi @MPLodha @QuintHindi @drjagannath @dominos @pizzahut @pizzahutuk @PizzaExpress @BlazePizza @richardpbacon @FoodNetwork @InsiderFood @Food52 @AspiringShe @narendramodi @sureshpprabhu 🤗🤗 thank you Ashish Ji 😀,2020-11-16 10:34:03,1.328285195083006e+18,kalpanadivith,292434832.0,"Mumbai, Delhi, Bangalore",1.0,4.0,1.3282837508582564e+18,231422245.0,3843.0,630.0,,Jammu And Kashmir,[],pizzahut,,hugging face hugging face thank you ashish ji grinning face,0.9641655683517456,Positive
40638,"RT @pizzahut: No matter which console has your loyalty this generation, one thing still holds true—you can’t win on empty. 🍕👊 #GameOn https…",2020-11-16 10:30:20,1.3282842609779384e+18,herohatta,9.101237082530528e+17,,14.0,0.0,,,101.0,1682.0,,,['GameOn'],pizzahut,['GameOn'],rtno matter which console has your loyalty this generation one thing still holds true—you can not win on empty pizza oncoming fist gameon https…,0.1579412817955017,Negative
40639,I genuinely don’t understand the point of this pie if the pizza is still going to have dairy cheese and other non-vegan toppings... https://t.co/KcO5GUGqqH,2020-11-16 10:29:34,1.3282840654226596e+18,JZMorrisEsq,2484033686.0,"Philadelphia, PA",0.0,0.0,,,703.0,1252.0,,,[],pizzahut,,i genuinely do not understand the point of this pie if the pizza is still going to have dairy cheese and other non-vegan toppings,0.9309345483779908,Positive
40640,Wow awesome giveaway @mrdfood I'd for sure get the Social Distance like a Boss with @pizzahut Big Boss Deal as there is something for everyone's taste or the Eat in for 4 deal is the plug @GoliathGamingZA  @TAKEALOT #WIN #FingersCrossed #LevelUpWithMrDFood https://t.co/6aZdtAcxQu https://t.co/hnjSXpotUv,2020-11-16 10:16:41,1.3282808260696105e+18,NishyWezSyd,315708947.0,"Durban, South Africa",0.0,0.0,,,1866.0,4997.0,,,"['WIN', 'FingersCrossed', 'LevelUpWithMrDFood']",pizzahut,"['WIN', 'FingersCrossed', 'LevelUpWithMrDFood']",wow awesome giveawayi would for sure get the social distance like a boss withbig boss deal as there is something for everyones taste or the eat in fordeal is the plugwin fingerscrossed levelupwithmrdfood,0.7134250998497009,Positive
40641,RT @urstrulyAndy: @swiggy_in @pizzahut there is not cover wrapped on the box and it was cold while delivered. how can anybody eat a cold  🍕…,2020-11-16 10:16:17,1.328280724449837e+18,urstrulyAndy,96960689.0,"Hyderabad, India",1.0,0.0,,,103.0,696.0,,,[],pizzahut,,rtthere is not cover wrapped on the box and it was cold while delivered how can anybody eat a cold pizza …,0.3148965537548065,Negative
40642,"@mrdfood @GoliathGamingZA @TAKEALOT Wow awesome giveaway @mrdfood I'd for sure get the Social Distance like a Boss with @pizzahut Big Boss Deal, as there is something for everyone's taste or the Eat in for 4 deal is the plug @GoliathGamingZA  @TAKEALOT #WIN #FingersCrossed #LevelUpWithMrDFood https://t.co/6aZdtAcxQu",2020-11-16 10:16:14,1.3282807117412393e+18,NishyWezSyd,315708947.0,"Durban, South Africa",0.0,0.0,1.328270881634873e+18,244031064.0,1866.0,4997.0,,,"['WIN', 'FingersCrossed', 'LevelUpWithMrDFood']",pizzahut,"['WIN', 'FingersCrossed', 'LevelUpWithMrDFood']",wow awesome giveawayi would for sure get the social distance like a boss withbig boss deal as there is something for everyones taste or the eat in fordeal is the plugwin fingerscrossed levelupwithmrdfood,0.7134250998497009,Positive
40643,"@swiggy_in @pizzahut there is not cover wrapped on the box and it was cold while delivered. how can anybody eat a cold  🍕❄️ ORDER #88591902673 | Mon, Nov 16, 2020, 02:21 PM https://t.co/am39BScMzM",2020-11-16 10:16:11,1.3282806986087752e+18,urstrulyAndy,96960689.0,"Hyderabad, India",1.0,1.0,,2639625036.0,103.0,696.0,,,[],pizzahut,,there is not cover wrapped on the box and it was cold while delivered how can anybody eat a cold pizza snowflake selector order| mon novpm,0.4211562871932984,Negative
40644,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 10:11:48,1.3282795963917476e+18,vijayv2,361851906.0,"New Delhi, India",20.0,0.0,,,576.0,430.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40645,@pizzahut @BeyondMeat Gtfoh,2020-11-16 10:08:59,1.32827888791928e+18,Griz2lyVoodoo,2378362301.0,London,0.0,0.0,1.3269068806025503e+18,11018442.0,110.0,1596.0,,,[],pizzahut,,gtfoh,0.648997962474823,Positive
40646,@thesheetztweetz Fully branded flight. Booster rockets brought to you by PizzaHut and DoorDash!,2020-11-16 10:06:02,1.3282781455989678e+18,shortideas,91877344.0,Massachusetts,0.0,2.0,1.3281872147365806e+18,1231406720.0,504.0,819.0,,,[],pizzahut,,fully branded flight booster rockets brought to you by pizzahut and doordash,0.9781599044799804,Positive
40647,RT @_sircaster: @pizzahut Order No 1528255. At 7 pm we ordered pizza for a birthday party. The delivery guy marked my order delivered at 7:…,2020-11-16 10:01:37,1.3282770326360392e+18,shashwat0000000,3271855758.0,,32.0,0.0,,,17.0,65.0,,,[],pizzahut,,rt order noatpm we ordered pizza for a birthday party the delivery guy marked my order delivered at …,0.9441261291503906,Positive
40648,@pizzahut @Jason_Tartick Pizza Hut!!!,2020-11-16 09:52:03,1.3282746269889372e+18,HaleywatTurner,1352996588.0,Austin Texas,0.0,0.0,1.3281301782713426e+18,11018442.0,60.0,741.0,,,[],pizzahut,,pizza hut,0.8000659942626953,Positive
40649,I can out pizza the Hut @pizzahut https://t.co/RNViCAYi6a,2020-11-16 09:51:23,1.32827445873442e+18,LogusTV,1.2615880208405996e+18,,0.0,6.0,,,5.0,66.0,,,[],pizzahut,,i can out pizza the hut,0.8349160552024841,Positive
40650,"@iKON_stats Pizzahut 

MAKE U PROUD iKON
#iKON #아이콘 @YG_iKONIC",2020-11-16 09:47:30,1.3282734787896566e+18,___mabini,1.272803918171435e+18,,0.0,0.0,1.328262827946066e+18,1.0985817515957617e+18,1429.0,1334.0,,,"['iKON', '아이콘']",pizzahut,"['iKON', '아이콘']",pizzahut make you proud ikon ikon 아이콘,0.9841455221176147,Positive
40651,"RT @pizzahut: Truth is, our NEW Beyond Italian Sausage Pizza is made of plant-based Italian sausage. We dared @KevinHart4real to taste it a…",2020-11-16 09:46:01,1.3282731068597494e+18,NiaBJ1,1.324572699356615e+18,,46.0,0.0,,,5.0,125.0,,,[],pizzahut,,rttruth is our new beyond italian sausage pizza is made of plant-based italian sausage we daredto taste it a…,0.9871171116828918,Positive
40652,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:45:22,1.3282729431730217e+18,BotJammu,1.253657570822087e+18,,20.0,0.0,,,25.0,2.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40653,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:45:22,1.328272943164629e+18,BotJammu,1.253657570822087e+18,,20.0,0.0,,,25.0,2.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40654,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:45:22,1.3282729431436616e+18,BotJammu,1.253657570822087e+18,,20.0,0.0,,,25.0,2.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40655,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:45:22,1.3282729431394673e+18,BotJammu,1.253657570822087e+18,,20.0,0.0,,,25.0,2.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40656,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:45:22,1.3282729431352689e+18,BotJammu,1.253657570822087e+18,,20.0,0.0,,,25.0,2.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40657,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:45:22,1.3282729431352525e+18,BotJammu,1.253657570822087e+18,,20.0,0.0,,,25.0,2.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40658,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:45:22,1.3282729431352074e+18,BotJammu,1.253657570822087e+18,,20.0,0.0,,,25.0,2.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40659,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:45:22,1.328272943131091e+18,BotJammu,1.253657570822087e+18,,20.0,0.0,,,25.0,2.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40660,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:45:22,1.3282729431268106e+18,BotJammu,1.253657570822087e+18,,20.0,0.0,,,25.0,2.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40661,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:44:07,1.3282726273291878e+18,vinirish,132911028.0,Vinirishsays,20.0,0.0,,,16528.0,381.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40662,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:42:48,1.3282722988522414e+18,nitishwarKumar,3066505255.0,"New Delhi, India",20.0,0.0,,,3682.0,98.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40663,RT @BeyondMeat: The only thing that can make 🍕 better? Beyond Italian Sausage at @pizzahut. Get ‘em before they’re gone. 👀 https://t.co/xLJ…,2020-11-16 09:39:42,1.3282715171222405e+18,toward_vegan,1.2634667066573169e+18,,21.0,0.0,,,88.0,87.0,,,[],pizzahut,,rtthe only thing that can make pizza better beyond italian sausage atget em before they are gone eyes,0.3692043423652649,Negative
40664,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:37:43,1.3282710189478216e+18,MahaBJPMinority,4016976554.0,,20.0,0.0,,,560.0,69.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40665,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:36:34,1.3282707300315996e+18,DrHarish139,304568228.0,Mumbai : ,20.0,0.0,,,5438.0,1715.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40666,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:35:34,1.3282704771318047e+18,DivithTweets,8.898943330166252e+17,India,20.0,0.0,,,30.0,3.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40667,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:35:19,1.3282704124514632e+18,JSFngoInd,4294006215.0,India,20.0,0.0,,,448.0,4.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40668,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:35:09,1.3282703708314378e+18,lagnnJSF,4923631841.0,"Mumbai, India",20.0,0.0,,,133.0,4.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40669,RT @SocialTablez: @kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar…,2020-11-16 09:34:59,1.328270328393388e+18,kalpanadivith,292434832.0,"Mumbai, Delhi, Bangalore",20.0,0.0,,,3843.0,630.0,,,[],pizzahut,,rt…,0.648997962474823,Positive
40670,"@kalpanadivith @manojsinha_ @shaurya_doval @DrHarish139 @mukeshambani01 @mkoirala @ImRaina @drharshvardhan @DrSJaishankar @KirenRijiju @gopalkagarwal @ShelarAshish @kiranshaw @hardikpandya7 @rajalakshmij @navneetbali68 @DivithTweets @AnchalSharma85 @megha_ahuja_ @yogitabhayana @blueneelam @AnahatThukral @ShubhiPoddar2 @BinduDalmia @juniorbachchan @rohanjaitley @KumariRukshmani @lakshmiunwomen @SureshNakhua @vinirish @ManojSinhaOffc @SonuSood @drkiritpsolanki @RitiPathakSidhi @MPLodha @QuintHindi @drjagannath @dominos @pizzahut @pizzahutuk @PizzaExpress @BlazePizza @richardpbacon @FoodNetwork @InsiderFood @Food52 @AspiringShe Do join us on  @SocialTablez  ""Leadership Talk"" @kalpanadivith in an Exclusive Conversation with Hon'ble Lieutenant Governor of #JammuAndKashmir Shri @manojsinha_ Ji live from #Jammu  On "" Making Jammu Kashmir Atmanirbhar Bharat, Opportunities &amp; Challenges "" https://t.co/YIvneVC8Ri",2020-11-16 09:34:46,1.3282702740687913e+18,SocialTablez,1.2206483718215352e+18,India,20.0,18.0,1.3256831305612616e+18,292434832.0,63.0,2.0,,,"['JammuAndKashmir', 'Jammu']",pizzahut,"['JammuAndKashmir', 'Jammu']",do join us onleadership talkin an exclusive conversation with honble lieutenant governor of jammuandkashmir shriji live from jammuonmaking jammu kashmir atmanirbhar bharat opportunities &amp challenges,0.983362078666687,Positive
40671,"@pizzahut it was totally wet pizza. This really sucks 🥵

Tissue haven’t provided by the seller too
I want my refund back https://t.co/sdBlUFuVTp",2020-11-16 09:29:16,1.3282688902001295e+18,shaktimaan_ji,168431601.0,"28.69704, 77.15964 (New Delhi)",0.0,0.0,,11018442.0,488.0,205.0,,Dorai Kere,[],pizzahut,,it was totally wet pizza this really sucks hot face tissue have not provided by the seller too i want my refund back,0.05582702159881592,Negative
40672,why no one say bless you...,2020-11-16 09:19:36,1.3282664598735708e+18,DrLing_Pizzahut,1945611373.0,,0.0,0.0,1.3282663823418573e+18,1945611373.0,24.0,246.0,,,[],pizzahut,,why no one say bless you,0.0451180636882782,Negative
40673,just sneezed,2020-11-16 09:19:18,1.3282663823418573e+18,DrLing_Pizzahut,1945611373.0,,0.0,0.0,,,24.0,246.0,,,[],pizzahut,,just sneez,0.7295113801956177,Positive
40674,RT @barenakedfoods: #PizzaHut Debuts Beyond Meat-Topped Pizzas Nationwide https://t.co/zJmEpJKwB2 via @VegNews  #plantbased,2020-11-16 09:05:47,1.3282629806943887e+18,researchmrx,2256664812.0,New Jersey,1.0,0.0,,,5945.0,205.0,,,"['PizzaHut', 'plantbased']",pizzahut,"['PizzaHut', 'plantbased']",rtpizzahut debuts beyond meat-topped pizzas nationwidevia plantbas,0.9783836007118224,Positive
40675,"My mum talks how bad is me ordering food online....

While eating pizzahut.

You know........",2020-11-16 08:57:00,1.3282607735801815e+18,m_iekks,1.0726688219770962e+18,Kuching - Kajang,0.0,0.0,,,122.0,95.0,,,[],pizzahut,,my mum talks how bad is me ordering food onlinewhile eating pizzahutyou know,0.25342220067977905,Negative
40676,#PizzaHut Debuts Beyond Meat-Topped Pizzas Nationwide https://t.co/zJmEpJKwB2 via @VegNews  #plantbased,2020-11-16 08:55:00,1.3282602673612677e+18,barenakedfoods,432644683.0,"Norwich, England",1.0,0.0,,,6751.0,6116.0,,,"['PizzaHut', 'plantbased']",pizzahut,"['PizzaHut', 'plantbased']",pizzahut debuts beyond meat-topped pizzas nationwidevia plantbas,0.9783836007118224,Positive
40677,"Margherita, mcd, tasconi, dq, potato habit, boost, colo baba, jollibee, tealive, gongcha, meetuall, easyway, rumah gelato, kmart, coffeebean, starbucks, dreamcones, burgerking, excapade, pepperlunch, liho (avocado smoothie), siti rabiah, pizzahut but i wan margherita",2020-11-16 08:38:33,1.328256129860731e+18,dssaltedegg,1.1848079722427228e+18,bakebyizzamirah,0.0,0.0,,,127.0,319.0,,,[],pizzahut,,margherita mcd tasconi dq potato habit boost colo baba jollibee tealive gongcha meetuall easyway rumah gelato kmart coffeebean starbucks dreamcones burgerking excapade pepperlunch liho avocado smoothie siti rabiah pizzahut but i wan margherita,0.7981370091438293,Positive
